Type,Name,Request Count,Failure Count,Median Response Time,Average Response Time,Min Response Time,Max Response Time,Average Content Size,Requests/s,Failures/s,50%,66%,75%,80%,90%,95%,98%,99%,99.9%,99.99%,100%
GET,/?url=https%3A%2F%2Fg1.globo.com%2F,175,0,8,191.56463959997512,5.907158998525119,5685.727321999366,68079.0,2.9605198411400044,0.0,8,8,9,9,11,14,5700,5700,5700,5700,5700
GET,/?url=https%3A%2F%2Fnews.yahoo.com%2F,184,0,7,103.67240568477783,5.225135000728187,4685.052799999539,46237.0,3.112775147255776,0.0,7,8,8,9,11,11,3700,4700,4700,4700,4700
GET,/?url=https%3A%2F%2Fwww.bbc.com%2Fportuguese,199,0,6,116.6205445830137,4.612048000126379,5667.766761000166,20653.0,3.366533990782062,0.0,6,7,7,7,9,10,3700,4700,5700,5700,5700
GET,/?url=https%3A%2F%2Fwww.cnnbrasil.com.br%2F,187,0,7,61.004019497336884,4.915581001114333,4674.049739998736,46913.0,3.1635269159610333,0.0,7,8,8,9,9,10,53,3700,4700,4700,4700
GET,/?url=https%3A%2F%2Fwww.estadao.com.br%2F,178,0,8,55.03429400004678,6.12362400170241,5681.570548998934,66859.0,3.0112716098452617,0.0,8,8,9,9,10,11,14,2700,5700,5700,5700
GET,/?url=https%3A%2F%2Fwww.folha.uol.com.br%2F,199,0,9,168.61277670356307,7.170274999225512,5684.343980999984,92316.0,3.366533990782062,0.0,9,10,10,11,12,15,4700,5700,5700,5700,5700
GET,/?url=https%3A%2F%2Fwww.globo.com%2F,167,0,7,113.36056305380971,5.191530999582028,5676.434500999676,47945.0,2.8251817912593187,0.0,7,8,8,9,10,11,3700,4700,5700,5700,5700
GET,/?url=https%3A%2F%2Fwww.r7.com%2F,197,0,6,89.30418686287538,4.785844999787514,4679.444184999738,28891.0,3.332699478311891,0.0,6,7,7,8,9,10,2700,3700,4700,4700,4700
GET,/?url=https%3A%2F%2Fwww.terra.com.br%2Fnoticias%2F,175,0,8,159.47669241148105,6.016069999532192,5678.564817999359,79537.0,2.9605198411400044,0.0,8,9,10,10,12,14,4700,5700,5700,5700,5700
GET,/?url=https%3A%2F%2Fwww.uol.com.br%2F,197,0,9,61.71290976654113,6.557352000527317,5685.3513570004,80174.0,3.332699478311891,0.0,9,9,10,10,12,13,15,4700,5700,5700,5700
,Aggregated,1858,0,8,111.49344710873207,4.612048000126379,5685.727321999366,57582.073196986006,31.432262084789304,0.0,8,8,9,9,11,12,2700,4700,5700,5700,5700
